序号,完整音频,单句音频,句子文本,开始时间,结束时间
353,18sn1-9.mp3,../18sn/4-1030.mp3,他家就在因英那河边住，夏天的时候他经常在河边转悠，因呐河边除了没有北海湖边人多没有脚踏船外，其它地方好像也没啥区别。,2934.5,2947.52
354,18sn1-9.mp3,../18sn/4-1040.mp3,上琼华岛格外还要花两块钱，万帆在永安桥头一个小亭子前买了票。,2948.42,2955.08
355,18sn1-9.mp3,../18sn/4-1050.mp3,琼花岛上的风景还是相当不错的，万帆从南门入园，踏上永安桥，首先看到的就是名为“堆云“、“积翠“的两座彩绘牌坊，岛上绿荫如云，殿阁相连透露出一股古朴庄严的氛围。,2955.77,2974.81
356,18sn1-9.mp3,../18sn/4-1060.mp3,万帆在琼华岛上走走停停用了一下午的时间把琼华岛逛了个遍，到处都是寺庙，他走马观花地走了一遍，到下午四点左右出了北海，坐地铁回到石景山。,2975.86,2991.52
357,18sn1-9.mp3,../18sn/4-1070.mp3,依然是在地铁站口那里吃了碗拉面。,2992.11,2995.05
358,18sn1-9.mp3,../18sn/4-1080.mp3,估计在北晶这一个星期的日子他就只能吃拉面过日子了。,2995.64,3000.77
359,18sn1-9.mp3,../18sn/4-1090.mp3,便宜呀，别的东西都太贵，消费不起。,3001.36,3005.44
360,18sn1-9.mp3,../18sn/4-1100.mp3,他在北晶只能吃一块五的拉面抽一块二的五朵金花度日了。,3006.01,3011.71
361,18sn1-9.mp3,../18sn/4-1110.mp3,一碗拉面对十九岁的他若说达到酒足饭饱的程度还差点节气，也就勉强保持个精神焕发了。,3012.65,3023.03
362,18sn1-9.mp3,../18sn/4-1120.mp3,他家的条件不好，自己一个月的工资也不多，虽然靠阴谋诡计省下了三百元，但是也不敢随便乱花。,3023.81,3033.44
363,18sn1-9.mp3,../18sn/4-1130.mp3,若是挥霍光了怕是回都回不去了。,3033.71,3036.83
364,18sn1-9.mp3,../18sn/4-1140.mp3,回到石景山招待所自己所住的地下室。,3038.16,3041.64
365,18sn1-9.mp3,../18sn/4-1150.mp3,在北晶住旅店招待所，白天旅店招待所里可能是人最少的时候。,3042.33,3048.81
366,18sn1-9.mp3,../18sn/4-1160.mp3,因为到北晶来住旅店的人都是来办事情的，白天都忙着在外面办事，只有到了晚上这些人才会陆陆续续地回来。,3049.4,3059.87
367,18sn1-9.mp3,../18sn/4-1170.mp3,因此，万帆住的这间地下室此时只有两个人：何曼玉和郑奇。,3060.38,3067.79
368,18sn1-9.mp3,../18sn/4-1180.mp3,这两个货呱啦呱啦地不知在扯什么，从两人的表情看，用古书的话来形容估计方才入巷。,3068.79,3078.09
369,18sn1-9.mp3,../18sn/4-1190.mp3,何曼玉仰歪歪地躺在他的床上，偏偏她还是腿部对着门。,3078.95,3084.44
370,18sn1-9.mp3,../18sn/4-1200.mp3,这就让一进门的万帆看到了她两条在裙子下的大腿。,3084.83,3089.54
371,18sn1-9.mp3,../18sn/4-1210.mp3,万帆脚步迟疑了一下，这个女人竟然跑到他的床上来了，简直是说算了。,3090.18,3097.5
372,18sn1-9.mp3,../18sn/4-1220.mp3,万帆进屋后，郑奇对着万帆点点头，借口办点事儿就出去了。,3098.08,3103.96
373,18sn1-9.mp3,../18sn/4-1230.mp3,屋子里就剩下万帆和何曼玉。,3104.6,3108.38
374,18sn1-9.mp3,../18sn/4-1240.mp3,何曼玉的语气有点酸溜溜的味道：“,3109.07,3112.01
375,18sn1-9.mp3,../18sn/4-1260.mp3,“何姐没去交稿吗？”万帆没有接张欣来找他两次的话头，而是笑呵呵地转移了一个话题。,3117.39,3126.17
376,18sn1-9.mp3,../18sn/4-1280.mp3,“你的稿子交给哪个编辑了？”,3132.73,3134.77
377,18sn1-9.mp3,../18sn/4-1300.mp3,童夏宇？,3139.91,3141.02
378,18sn1-9.mp3,../18sn/4-1310.mp3,“那个半老头？”,3142.89,3144.54
379,18sn1-9.mp3,../18sn/4-1330.mp3,“何姐！我觉得你对他用美人计一定能奏效，说不定你牺牲点什么稿子不就上去了吗。”,3151.58,3159.8
380,18sn1-9.mp3,../18sn/4-1340.mp3,万帆为何曼玉出馊招。,3161.49,3163.71
381,18sn1-9.mp3,../18sn/4-1360.mp3,“你勾引他呀，你找个让他看稿子的借口，然后在看稿子的时候假装无意地碰碰他手拉手臂什么的、我相信他一定会接受你的热情滴。”,3168.14,3181.66
382,18sn1-9.mp3,../18sn/4-1370.mp3,何曼玉意外地看着万帆：“,3183.89,3186.05
383,18sn1-9.mp3,../18sn/4-1390.mp3,行家屁呀！这种电视剧故事书以后网上有的是，就是看也看会了。,3190.35,3197.13
384,18sn1-9.mp3,../18sn/4-1410.mp3,”何曼玉突然就嗲声嗲气的道。,3202.27,3205.03
385,18sn1-9.mp3,../18sn/4-1420.mp3,何曼玉今年三十八岁，一个近四十岁的女人嗲声嗲气让万峰有种被翻了肠子的感觉。,3205.77,3215.55
386,18sn1-9.mp3,../18sn/4-1430.mp3,虽然何曼玉的长相还过得去，但关键是万帆没有御姐控的爱好呀。,3216.23,3222.08
387,18sn1-9.mp3,../18sn/5-10.mp3,第五集,3227.52,3228.9
388,18sn1-9.mp3,../18sn/5-20.mp3,“何姐！这事儿我可没法言传身授，是可意会不可言传的玩意儿，您还是自己慢慢琢磨吧。”,3231.05,3239.24
389,18sn1-9.mp3,../18sn/5-30.mp3,现在地下室就他们俩人，教她？那指不定会教成什么结果。,3241.33,3247.6
390,18sn1-9.mp3,../18sn/5-40.mp3,这个女人对自己可是有幻想的。,3248.08,3251.05
391,18sn1-9.mp3,../18sn/5-50.mp3,如果何曼玉是个年轻的女人，万帆还真不一定排斥和对方发生点什么，反正又不吃亏。,3251.2,3260.02
392,18sn1-9.mp3,../18sn/5-60.mp3,他是从开放时代重生回来的，对于男女之间的事情并不是看得多么严肃。,3260.74,3267.52
393,18sn1-9.mp3,../18sn/5-70.mp3,但是快四十的女人还是拉倒吧，他没有熟女情节。,3268.11,3273.75
394,18sn1-9.mp3,../18sn/5-80.mp3,万帆说完转身就离开了他住的这个房间，连屋都没敢进。,3275.12,3280.16
395,18sn1-9.mp3,../18sn/5-90.mp3,何曼玉会怎么实施她的计划和万帆无关，他离开地下室上到一楼准备到外面去，他打算到招待所门口的马路牙子边坐一会儿，看看黄昏前的北晶是什么样子。,3281.17,3296.95
396,18sn1-9.mp3,../18sn/5-110.mp3,万帆一脚门里一脚门外人一半门里一半门外的时候，身后传来一个女人欢快的声音。,3296.95,3310.89
397,18sn1-9.mp3,../18sn/5-120.mp3,万帆回头一看见张欣蹦蹦跳跳地从楼梯上下来，然后一路小跑到万帆身边。,3311.58,3319.11
398,18sn1-9.mp3,../18sn/5-140.mp3,“去了一趟北海公园，刚回来。”,3324.11,3326.24
399,18sn1-9.mp3,../18sn/5-160.mp3,“稿子交上去了？”,3330.77,3331.88
400,18sn1-9.mp3,../18sn/5-180.mp3,屈飞扬？还真是那个家伙。,3336.58,3342.18
401,18sn1-9.mp3,../18sn/5-190.mp3,屈飞扬是《当代文学》的一个年轻编辑，大概三十多岁左右。,3343.05,3348.33
402,18sn1-9.mp3,../18sn/5-200.mp3,万帆不清楚他的真名，屈飞扬是他的编辑名。,3348.54,3352.8
403,18sn1-9.mp3,../18sn/5-210.mp3,上一世就是这货在几天后不知道把张欣领到什么地方去了，半夜一点多钟才送回来。,3353.55,3360.66
404,18sn1-9.mp3,../18sn/5-220.mp3,这一世依然是他。,3361.24,3363.43
405,18sn1-9.mp3,../18sn/5-230.mp3,一切自有天定这话非常的有哲理。,3364.56,3368.25
406,18sn1-9.mp3,../18sn/5-240.mp3,“编辑说你的稿子怎么样？”万帆心不在焉地问。,3371.25,3375.65
407,18sn1-9.mp3,../18sn/5-250.mp3,文学这条路从今往后注定和他没多大联系，对个范畴里的事情他也没啥浓厚的兴趣问。,3376.54,3385.3
408,18sn1-9.mp3,../18sn/5-270.mp3,“回来经过地铁站台出入口的时候吃了。”,3390.29,3393.11
409,18sn1-9.mp3,../18sn/5-290.mp3,万帆点头：“经济实惠，不吃拉面吃什么？我倒是想吃大鱼大肉。”,3397.79,3405.04
410,18sn1-9.mp3,../18sn/5-310.mp3,万帆和张欣从招待所出来，就在花坛的石头围堰上坐着，东一耙子西一笊篱地聊天。,3412.7,3420.23
411,18sn1-9.mp3,../18sn/5-320.mp3,万帆说北方的风俗趣闻，张欣就说她的童年趣事，两个人不时爆发出哈哈的笑声。,3420.78,3429.1
412,18sn1-9.mp3,../18sn/5-330.mp3,都说欢娱时分嫌夜短，不知不觉这天也就黑了。,3429.74,3435.5
413,18sn1-9.mp3,../18sn/5-350.mp3,？”张欣突然提议。,3439.25,3440.63
414,18sn1-9.mp3,../18sn/5-360.mp3,“呵呵！看个锤子电影，我连电影院在哪里都不知道，到哪里去看电影？”,3442.1,3448.61
415,18sn1-9.mp3,../18sn/5-370.mp3,张欣明显也不知道电影院在哪里。,3449.93,3452.48
416,18sn1-9.mp3,../18sn/5-390.mp3,万帆突然心里一动。,3456.89,3458.51
417,18sn1-9.mp3,../18sn/5-400.mp3,屈飞扬这货不会是以带张欣去看电影的名义把她带走的吧？,3459.16,3464.77
418,18sn1-9.mp3,../18sn/5-410.mp3,这种可能性真的非常大。,3465.84,3468.0
419,18sn1-9.mp3,../18sn/5-420.mp3,八月一号上午依然是讲课。,3469.64,3472.28
420,18sn1-9.mp3,../18sn/5-430.mp3,今天上午来的讲课作家就没啥意思了，昨天起码有个中年作家汪烁插科打诨，但今天来的作家都是可以自称老朽的人物了。,3472.91,3485.12
421,18sn1-9.mp3,../18sn/5-440.mp3,几乎都是头顶白雪一脸沟壑的人。,3485.76,3489.54
422,18sn1-9.mp3,../18sn/5-450.mp3,万帆一看到他们就感觉心凉半截。,3490.18,3493.63
423,18sn1-9.mp3,../18sn/5-460.mp3,这些人能讲出什么他感兴趣的东西？和他相差四五十岁，这都快够两个代沟了。,3494.52,3502.26
424,18sn1-9.mp3,../18sn/5-470.mp3,果然不出所料，开讲半个钟头万帆就昏昏欲睡，完全不知道这几个作家都说了些什么人生哲理。,3503.26,3512.35
425,18sn1-9.mp3,../18sn/5-480.mp3,看看时间才九点，如果不想点什么计策这还得硬抗两个钟头。,3513.43,3520.59
426,18sn1-9.mp3,../18sn/5-490.mp3,脑袋里划过了诸般计策最后还是觉得尿遁是最佳选择。,3521.52,3527.94
427,18sn1-9.mp3,../18sn/5-500.mp3,万帆借着上厕所的机会就再也没回到三楼那个小会议室，而是一路向下来到一楼。,3528.79,3537.52
428,18sn1-9.mp3,../18sn/5-510.mp3,他觉得与其在这里浪费时间不如出去溜达，他准备去香山。,3538.48,3544.03
429,18sn1-9.mp3,../18sn/5-520.mp3,但是到了一楼后万帆就没再往往外走，他意外地发现今天招待所值班室里坐着的不是那位五十多岁的小姐了。,3544.45,3555.38
430,18sn1-9.mp3,../18sn/5-530.mp3,而是换了一位真正的小姐。,3555.41,3558.86
431,18sn1-9.mp3,../18sn/5-540.mp3,看样子在十八九岁上下，穿着一身白大褂，有几分天使的样子。,3559.61,3566.33
432,18sn1-9.mp3,../18sn/5-550.mp3,小美女正拿一面小圆镜在照脸。,3567.25,3570.46
433,18sn1-9.mp3,../18sn/5-560.mp3,万帆当即就放弃了出外溜达的想法，就凑了过去。,3570.91,3575.17
434,18sn1-9.mp3,../18sn/5-570.mp3,与美女相比，香山也得靠边站。,3575.99,3580.22
435,18sn1-9.mp3,../18sn/5-580.mp3,“美女！今天你值班呀？”,3582.63,3585.54
436,18sn1-9.mp3,../18sn/5-590.mp3,石景山招待所值班室的窗户是上下两层，上宽下窄的格局。,3587.22,3594.15
437,18sn1-9.mp3,../18sn/5-600.mp3,下面的小窗户非常的小，也就一尺多高的样子，万帆的脑袋就在伸到小窗户前。,3594.66,3602.04
438,18sn1-9.mp3,../18sn/5-610.mp3,小美女手里的小镜子纹丝不动，眼神从镜子边缘斜视出来，扫了万帆两眼，竖着眉毛问：“,3602.8,3611.62
439,18sn1-9.mp3,../18sn/5-630.mp3,“我在这里驻店的，是你们的顾客。”,3616.42,3618.79
440,18sn1-9.mp3,../18sn/5-650.mp3,美女这个称呼在九一年并不流行，它流行起来还得个十年八年的。,3623.13,3630.0
441,18sn1-9.mp3,../18sn/5-660.mp3,“咦！叫你美女你不爱听？这可是怪事儿了，你不觉得美女比小姐好听吗？”,3631.41,3639.29
442,18sn1-9.mp3,../18sn/5-680.mp3,“呵呵！我认为美女可是比小姐高上好几个档次的，你想呀！,3643.49,3650.23
443,18sn1-9.mp3,../18sn/5-690.mp3,小姐这个称呼最多代表年轻但不一定代表美丽，但是美女就不同了，可不谁都有资格叫美女的，长得像猪八戒它二姨也有资格叫美女？”,3650.59,3664.82
444,18sn1-9.mp3,../18sn/5-700.mp3,小美女的嘴角一湾，手里的小镜子也放下了。,3666.47,3670.16
445,18sn1-9.mp3,../18sn/5-720.mp3,“必须的呀！闭月羞花沉鱼落雁知道不？”,3674.07,3678.63
446,18sn1-9.mp3,../18sn/5-730.mp3,小美女想了想点头。,3679.61,3681.5
447,18sn1-9.mp3,../18sn/5-740.mp3,“我觉得这两个词就是形容你的。”,3682.84,3685.24
448,18sn1-9.mp3,../18sn/5-750.mp3,反正戴高帽又不花钱，万帆当然没啥吝啬往对方头上扣。,3686.75,3692.0
449,18sn1-9.mp3,../18sn/5-760.mp3,女人都喜欢听别人赞美她们漂亮的词汇，这招对并不漂亮的女人同样适用。,3692.81,3700.52
450,18sn1-9.mp3,../18sn/5-770.mp3,小美女貌似有点心花怒放但还假装谦虚：“,3701.5,3705.43
451,18sn1-9.mp3,../18sn/5-790.mp3,“乡港有个演员叫什么来着？想起来了，关之琳知道吗？”,3709.33,3717.72
452,18sn1-9.mp3,../18sn/5-800.mp3,小美女有点茫然，貌似不太清楚关之琳是谁。,3719.01,3723.15
453,18sn1-9.mp3,../18sn/5-810.mp3,这都一九九一年了，你竟然不知道关之琳是谁？首都人民的知识这么匮乏吗？,3724.19,3737.96
454,18sn1-9.mp3,../18sn/5-820.mp3,“你们北晶有个著名的武打演员李连杰知道吧？”,3740.38,3745.06
455,18sn1-9.mp3,../18sn/5-830.mp3,小美女忙不迭点头：“,3745.95,3747.78
456,18sn1-9.mp3,../18sn/5-850.mp3,李连杰是不是从什刹海体校出去的万帆还真不清楚，没记住。,3751.81,3757.39
457,18sn1-9.mp3,../18sn/5-860.mp3,“他去年演了一部电影叫《黄飞鸿》里面那个叫十三姨的演员就叫关之琳，有和你一样的大眼睛，那可是大美女呀！”,3759.28,3768.79
458,18sn1-9.mp3,../18sn/5-870.mp3,小美女又恢复了一脸茫然的样子。,3770.03,3772.88
459,18sn1-9.mp3,../18sn/8-10.mp3,第八章脑袋里全是水,-0.001,-0.001
460,18sn1-9.mp3,../18sn/8-30.mp3,“你才郊区来的呢，人家本来就没看过。”,3774.21,3781.5
461,18sn1-9.mp3,../18sn/8-40.mp3,九一年，VCD还没出现，录像机动辄五六千元还是奢侈品，一般的家庭根本不会有。,3786.43,3795.43
462,18sn1-9.mp3,../18sn/8-50.mp3,那么看电影如果不去电影院就只能去录像厅了。,3796.15,3800.71
463,18sn1-9.mp3,../18sn/8-60.mp3,这部黄飞鸿之壮志凌云没有在内地上映，小美女还真不一定看过。,3801.67,3807.82
464,18sn1-9.mp3,../18sn/8-80.mp3,”小美女反问。,3811.75,3813.04
465,18sn1-9.mp3,../18sn/8-90.mp3,“我当然看过，告诉你乡港电影就没几部我没看过的，乡港那些演员就没几个我不知道的。”,3813.98,3823.37
466,18sn1-9.mp3,../18sn/8-100.mp3,小美女把嘴差点撇到脑门上去：“,3824.79,3827.76
467,18sn1-9.mp3,../18sn/8-120.mp3,“北辽的呀！”,3832.05,3832.92
468,18sn1-9.mp3,../18sn/8-140.mp3,小美女明显不笨，当场质疑万帆的话。,3837.81,3841.47
469,18sn1-9.mp3,../18sn/8-150.mp3,“这有啥吹牛的，我二叔就在乡港演电影，还是非常有名的演员，我当然知道很多你不知道的内幕消息。”,3842.83,3852.58
470,18sn1-9.mp3,../18sn/8-160.mp3,不就是满嘴跑火车吗，这根本没啥难度。,3853.89,3857.91
471,18sn1-9.mp3,../18sn/8-180.mp3,“真的！我二叔叫万梓良，万梓良你不会也没听说过吧？”,3861.99,3868.26
472,18sn1-9.mp3,../18sn/8-190.mp3,好在乡港娱乐圈还真有一个姓万的，否则这还不好忽悠了。,3869.26,3874.69
473,18sn1-9.mp3,../18sn/8-210.mp3,”小美女一脸的鄙视。,3879.07,3880.9
474,18sn1-9.mp3,../18sn/8-220.mp3,关之琳她不太清楚，但是万梓良她可知道，看过他的宣传画。,3881.48,3888.08
475,18sn1-9.mp3,../18sn/8-230.mp3,万帆刷地从兜里掏出自己的身份证递到小美女面前：“这是我的身份证，看看我姓什么？”,3888.08,3898.44
476,18sn1-9.mp3,../18sn/8-240.mp3,其实九二年身份证这个东西还没多大作用，它还没有单位介绍信管用。,3899.81,3906.35
477,18sn1-9.mp3,../18sn/8-250.mp3,万帆这次出门带着身份证其实属于画蛇添足，不过这个时候它倒是能证明他的姓氏。,3907.1,3915.98
478,18sn1-9.mp3,../18sn/8-260.mp3,小美女斜着眼睛扫了一眼万帆的身份证：“,3916.95,3920.43
479,18sn1-9.mp3,../18sn/8-280.mp3,“你用旁光看当然看不清了。”,3924.42,3927.18
480,18sn1-9.mp3,../18sn/8-290.mp3,小美女皱眉：“,3928.23,3929.55
481,18sn1-9.mp3,../18sn/8-310.mp3,“在哪里骂人了？”,3932.72,3934.25
482,18sn1-9.mp3,../18sn/8-330.mp3,“你斜着眼睛看不叫用旁光？”,3937.84,3940.75
483,18sn1-9.mp3,../18sn/8-340.mp3,小美女无语了：“,3942.37,3943.81
484,18sn1-9.mp3,../18sn/8-360.mp3,这个女孩是个矛盾的综合体，她不知道关之琳却知道膀胱。,3949.13,3955.01
485,18sn1-9.mp3,../18sn/8-370.mp3,“你看你也骂人了不是，我是真的姓万，而成龙姓程，他当然不会是我二叔了。”,3956.61,3963.81
486,18sn1-9.mp3,../18sn/8-380.mp3,小美女看看万帆的身份证又看看万帆，应该是一个人。,3965.22,3970.5
487,18sn1-9.mp3,../18sn/8-400.mp3,呦呵！这小娘们不好糊弄呀，伶牙俐齿的。,3975.25,3981.07
488,18sn1-9.mp3,../18sn/6-10.mp3,第六集,3989.43,3990.72
489,18sn1-9.mp3,../18sn/6-20.mp3,“美女！你的意思是我骗你？那你给我一个我为什么要骗你的理由？我又没打算把你骗回去当媳妇。,3993.7,4003.21
490,18sn1-9.mp3,../18sn/6-30.mp3,我在这里最多还能待四天然后我就回北辽了，下个月我就去乡港，你觉得我有必要骗你玩？”,4003.48,4011.9
491,18sn1-9.mp3,../18sn/6-50.mp3,“干啥没溜溜呀？我二叔让我去给他将要拍的电影里演个角色。”,4016.65,4022.5
492,18sn1-9.mp3,../18sn/6-60.mp3,小美女的嘴又撇到脑门上了：“,4023.52,4025.83
493,18sn1-9.mp3,../18sn/6-80.mp3,“这不是提携我吗？,4029.8,4031.51
494,18sn1-9.mp3,../18sn/6-90.mp3,我二爷爷解放前是当过敏党兵的，解放前跑到乡港去的，去年过年的时候我二叔到老家寻根在当地政府的帮助下找到了我们。,4031.93,4043.39
495,18sn1-9.mp3,../18sn/6-100.mp3,我二叔一看我们现在的生活眼泪都下来了。就说等八九月的时候回来带我到乡港去拍电影，小美女！,4043.99,4054.74
496,18sn1-9.mp3,../18sn/6-110.mp3,记住哥的样子，说不定过两年我就成了刘德华那样的大明星了。到时候你和别人吹牛不就有素材了吗。,4055.1,4064.83
497,18sn1-9.mp3,../18sn/6-120.mp3,某年某月某天在石景山招待所，你和乡港现在万姓明星一起聊过天。”,4065.38,4072.82
498,18sn1-9.mp3,../18sn/6-130.mp3,小美女眼睛睁得挺大，有点傻眼也有点半信半疑：“,4074.21,4079.01
499,18sn1-9.mp3,../18sn/6-150.mp3,“我和你素不相识，我现在连你姓什么都不知道，我会骗你？做人心里不要太黑暗，这个世界是美好滴！”,4083.33,4093.05
500,18sn1-9.mp3,../18sn/6-160.mp3,小美女想想好像很有道理的样子。,4094.28,4097.22
501,18sn1-9.mp3,../18sn/6-180.mp3,小美女手里的镜子放下了，人也往前凑了凑凑到窗户前，显然她已经对万帆的话相信了至少一半儿。,4101.23,4110.45
502,18sn1-9.mp3,../18sn/6-190.mp3,“先说说你叫什么名字？”,4112.63,4114.28
503,18sn1-9.mp3,../18sn/6-210.mp3,“当然有关系了，起码我得知道我在和谁聊天吧？总不能有人问我我告诉它和一根木头聊天吧？”,4118.32,4127.05
504,18sn1-9.mp3,../18sn/6-230.mp3,“不告诉算了，那我给你起个代号吧，那我就叫你铁蛋了，我说铁蛋妹妹…………”,4132.23,4141.61
505,18sn1-9.mp3,../18sn/6-240.mp3,韩淼傻眼了，就一秒钟她就变成了铁蛋了。,4142.61,4147.11
506,18sn1-9.mp3,../18sn/6-260.mp3,韩淼！很不错的名字。,4151.16,4154.25
507,18sn1-9.mp3,../18sn/6-270.mp3,“你看你这名字起的，三个水！怪不得你脑袋里全是水呢！”,4156.43,4162.5
508,18sn1-9.mp3,../18sn/6-280.mp3,韩淼抓起一块白抹布从窗户里就扔到了万帆的脸上笑骂：“,4163.65,4168.69
509,18sn1-9.mp3,../18sn/6-300.mp3,“哎呀！我的脑袋！,4172.93,4174.16
510,18sn1-9.mp3,../18sn/6-310.mp3,完了完了完了，你把我脑袋打坏了，不但当不成明星怕是连媳妇也娶不到了，这个你必须要负责。”,4175.15,4184.48
511,18sn1-9.mp3,../18sn/6-320.mp3,万帆捂着被抹布击中的部位做痛苦状。,4185.8,4189.13
512,18sn1-9.mp3,../18sn/6-340.mp3,韩淼笑的两个大眼睛变成了一线天。,4193.44,4196.44
513,18sn1-9.mp3,../18sn/6-350.mp3,“说说你到乡港去拍什么片子？”,4201.77,4204.77
514,18sn1-9.mp3,../18sn/6-360.mp3,说她脑袋里全是水她还不承认，这就信了。,4204.89,4205.91
515,18sn1-9.mp3,../18sn/6-370.mp3,“动作片！”,4211.07,4211.85
516,18sn1-9.mp3,../18sn/6-390.mp3,“当然会了，虽然不是太精但演个武打片还是凑合的。”,4216.56,4222.11
517,18sn1-9.mp3,../18sn/6-410.mp3,”韩淼的眼睛里已经全是星星了。,4225.96,4229.02
518,18sn1-9.mp3,../18sn/6-420.mp3,韩淼的脑袋里就算不全是水，也保证水的成分是占据了多数的。,4229.88,4236.27
519,18sn1-9.mp3,../18sn/6-430.mp3,“韩淼妹子，如果哥在湘港闯出名堂了，邀请你去给哥演个配角啥的有没有兴趣？”,4238.6,4247.06
520,18sn1-9.mp3,../18sn/6-440.mp3,韩淼的脸上先是兴奋接着露出为难的样子：“,4248.37,4252.84
521,18sn1-9.mp3,../18sn/6-460.mp3,“不会怕啥，慢慢学呗，谁一生下来就会？如果真有那么一天你去不去吧？”,4257.17,4265.6
522,18sn1-9.mp3,../18sn/6-480.mp3,”韩淼有点难为情地说。,4270.03,4271.98
523,18sn1-9.mp3,../18sn/6-490.mp3,“没事儿，到时候哥说不定就是大明星了，哥帮你罩着你。”,4273.56,4278.09
524,18sn1-9.mp3,../18sn/6-500.mp3,现在的女人真好骗，如果万帆居心不良，说不定在忽悠几句就能把这个小妞领走大快朵颐了。,4279.61,4289.3
525,18sn1-9.mp3,../18sn/6-510.mp3,然后再卖到某个山沟里…………,4289.54,4292.39
526,18sn1-9.mp3,../18sn/6-520.mp3,万帆身体猛的一激灵，这特么是人干的事情吗？,4292.75,4297.88
527,18sn1-9.mp3,../18sn/6-530.mp3,像韩淼这种姿色领到那个山沟里卖个几万块钱完全不是问题呀。,4298.91,4305.33
528,18sn1-9.mp3,../18sn/6-540.mp3,虽然自己没打算去这么干，但万帆还是露出了猥琐的笑容。,4306.1,4311.35
529,18sn1-9.mp3,../18sn/6-560.mp3,韩淼的联想还是蛮丰富的，把某人联系到大灰狼身上去了。,4315.95,4320.87
530,18sn1-9.mp3,../18sn/6-570.mp3,“这意思你就是那小红帽呗？”,4322.87,4325.87
531,18sn1-9.mp3,../18sn/6-590.mp3,”韩淼一脸期待的问。,4330.29,4332.24
532,18sn1-9.mp3,../18sn/6-600.mp3,“可以呀！你想问谁的？”这个问题没什么难度，除非韩淼问出非常冷门的人。,4333.78,4341.8
533,18sn1-9.mp3,../18sn/6-620.mp3,“谭咏麟有什么可说的？他的时代已经过去了，你不会是关心他有两个老婆吧？”,4346.61,4354.44
534,18sn1-9.mp3,../18sn/6-630.mp3,谭咏麟现在有没有两个老婆？貌似现在还没有，这怎么提前给抖搂出来了？,4355.63,4364.27
535,18sn1-9.mp3,../18sn/6-650.mp3,”韩淼的眼睛像二百五十度灯泡一般亮了起来。,4368.47,4372.55
536,18sn1-9.mp3,../18sn/6-660.mp3,“逗你玩！”,4374.46,4375.15
537,18sn1-9.mp3,../18sn/6-680.mp3,“那说说刘德华。”,4375.15,4375.54
538,18sn1-9.mp3,../18sn/6-690.mp3,九一年的时候，谭张争霸的时代以谭咏麟不再参加颁奖典礼而告终，随后张国荣也把主要精力转移到影视方面发展。,4381.33,4392.61
539,18sn1-9.mp3,../18sn/6-700.mp3,四大天王要到明年才会正式出现，此时乡港娱乐圈是一个空窗期。,4393.22,4400.66
540,18sn1-9.mp3,../18sn/6-710.mp3,刘德华明年就会被封为天王，风头一时无两。,4401.22,4405.75
541,18sn1-9.mp3,../18sn/6-720.mp3,万帆正准备不拉不拉一通的时候，一个声音传来。,4406.36,4410.47
542,18sn1-9.mp3,../18sn/6-740.mp3,万帆回头就看到刚走到楼梯口的张欣，笑盈盈地看着万帆和韩淼。,4414.57,4420.81
543,18sn1-9.mp3,../18sn/6-750.mp3,“小红帽！今天就不给你上课了，改天再给你讲乡港的故事儿。”,4422.93,4427.22
544,18sn1-9.mp3,../18sn/6-760.mp3,韩淼就开始噘嘴。,4428.75,4430.4
545,18sn1-9.mp3,../18sn/6-770.mp3,万帆回头迎向张欣：“张欣！课讲完了？”,4430.98,4435.44
546,18sn1-9.mp3,../18sn/6-790.mp3,万帆这才注意到已经十一点了。,4439.42,4442.48
547,18sn1-9.mp3,../18sn/6-800.mp3,这么快吗？他和韩淼好像也没唠几句呀！,4443.2,4447.37
548,18sn1-9.mp3,../18sn/6-810.mp3,“好去吃饭，红帽妹子，哥去吃午饭了，等有功夫再聊。要不一起…………算了，现在不行，晚上请你吃饭怎么样？”,4449.1,4460.32
549,18sn1-9.mp3,../18sn/6-820.mp3,万帆准备请韩淼也出去吃点，但是想想好像不太适合就改了口。,4461.16,4467.67
550,18sn1-9.mp3,../18sn/6-830.mp3,韩淼没答应也没拒绝，笑嘻嘻地看着和张欣离去的万帆背影。,4468.31,4474.04
551,18sn1-9.mp3,../18sn/6-840.mp3,和韩淼打完招呼万帆就和张欣走出了招待所。,4475.09,4479.5
552,18sn1-9.mp3,../18sn/6-860.mp3,万帆白了张欣一眼：“说啥话呀！什么叫勾搭？正常聊聊天不行呀！咦？你该不会是吃醋了吧？”,4484.24,4495.94
553,18sn1-9.mp3,../18sn/6-880.mp3,“那我怎么从你的话里听出了酸菜和万年陈醋的味道？”,4501.36,4505.59
554,18sn1-9.mp3,../18sn/6-900.mp3,“别用那种黑暗的心里看人好不好？我像那种人吗？”,4511.23,4515.25
555,18sn1-9.mp3,../18sn/6-920.mp3,”张欣很肯定地回答。,4518.54,4520.31
556,18sn1-9.mp3,../18sn/6-930.mp3,从小她妈就告诉她，男人都不是好货，一定要远离。,4520.88,4526.34
557,18sn1-9.mp3,../18sn/6-940.mp3,“拉倒吧，人家是北晶人，我不过是辽南海边一个小县城的工人，首都人视首都之外的人如草芥，我还是知道自己几斤几两的，人家根本不可能看上我？”,4527.49,4541.72
